User,Film,Rating,idUser,idFilm,rRating
rayculz,Ne Zha,3.875,2,391,3.88
rayculz,In the Tall Grass,2.0,2,459,2.0
rayculz,Triple Frontier,2.210227,2,478,2.21
rayculz,The Irishman,1.341781,2,486,1.34
rayculz,Shadow,4.5,2,520,4.5
rayculz,Drive,4.375,2,521,4.38
rayculz,My Stupid Boss,2.7625,2,525,2.76
rayculz,The Theory of Everything,5.0,2,540,5.0
rayculz,Cloud Atlas,2.214286,2,546,2.21
rayculz,Silent Hill: Revelation,2.65,2,555,2.65
rayculz,The Frozen Ground,2.3125,2,574,2.31
rayculz,Chappie,3.4375,2,577,3.44
rayculz,Extraction,1.5,2,578,1.5
rayculz,Green Lantern,2.916667,2,579,2.92
rayculz,The Interview,4.4375,2,580,4.44
rayculz,The Interview,2.5,2,580,2.5
rayculz,Django Unchained,3.5,2,584,3.5
rayculz,Brick Mansions,2.5,2,589,2.5
rayculz,Snowpiercer,3.5,2,590,3.5
rayculz,The Conjuring,4.0625,2,605,4.06
rayculz,Seventh Son,2.145833,2,623,2.15
rayculz,Headshot,3.96875,2,625,3.97
rayculz,Before the Flood,2.875,2,631,2.88
rayculz,Transcendence,2.13125,2,639,2.13
rayculz,Poseidon,2.5,2,645,2.5
rayculz,3 Idiots,3.083333,2,650,3.08
rayculz,Twilight,4.125,2,664,4.12
rayculz,Star Trek,2.430556,2,668,2.43
rayculz,State of Play,3.0,2,675,3.0
rayculz,The Last Exorcism,2.625,2,678,2.62
rayculz,Taare Zameen Par,1.75,2,694,1.75
rayculz,Moonlight,2.5,2,696,2.5
rayculz,Into the Wild,2.643182,2,709,2.64
rayculz,Blue Valentine,3.625,2,721,3.62
rayculz,V for Vendetta,3.0,2,773,3.0
rayculz,Zombieland,3.416667,2,775,3.42
rayculz,Paranormal Activity,2.5,2,784,2.5
rayculz,Friday the 13th,2.916667,2,790,2.92
djaycoholyc,Gunpowder Milkshake,3.5,3,2,3.5
djaycoholyc,Beckett,3.041667,3,7,3.04
djaycoholyc,The Swarm,2.666667,3,9,2.67
djaycoholyc,Blood Red Sky,3.0,3,13,3.0
djaycoholyc,A Perfect Fit,2.5,3,17,2.5
djaycoholyc,A Classic Horror Story,1.5,3,18,1.5
djaycoholyc,Si Doel the Movie 2,3.5,3,22,3.5
djaycoholyc,Haseen Dillruba,4.0,3,23,4.0
djaycoholyc,The 8th Night,2.5,3,24,2.5
djaycoholyc,Ali & Ratu Ratu Queens,4.0,3,26,4.0
djaycoholyc,Wish Dragon,3.5,3,28,3.5
djaycoholyc,Ghost Lab,1.0,3,30,1.0
djaycoholyc,Army of the Dead,3.5,3,31,3.5
djaycoholyc,The Woman in the Window,3.0,3,32,3.0
djaycoholyc,Super Me,1.0,3,33,1.0
djaycoholyc,The Mitchells vs The Machines,4.0,3,34,4.0
djaycoholyc,Tersanjung the Movie,4.0,3,43,4.0
djaycoholyc,The Last Mercenary,3.0,3,48,3.0
djaycoholyc,Two Distant Strangers,4.0,3,57,4.0
djaycoholyc,Thunder Force,2.0,3,58,2.0
djaycoholyc,Geez & Ann,1.0,3,77,1.0
djaycoholyc,Generasi 90an: Melankolia,3.0,3,78,3.0
djaycoholyc,I Care a Lot,3.0,3,79,3.0
djaycoholyc,If Anything Happens I Love You,2.5,3,80,2.5
djaycoholyc,June & Kopi,3.0,3,81,3.0
djaycoholyc,Layla Majnun,1.5,3,82,1.5
djaycoholyc,Ma Rainey's Black Bottom,3.5,3,83,3.5
djaycoholyc,Mariposa,3.5,3,84,3.5
djaycoholyc,Moxie,3.0,3,85,3.0
djaycoholyc,Outside the Wire,2.0,3,86,2.0
djaycoholyc,Pieces of a Woman,4.0,3,87,4.0
djaycoholyc,Sightless,2.0,3,88,2.0
djaycoholyc,Space Sweepers,1.0,3,89,1.0
djaycoholyc,Tarung Sarung,3.0,3,90,3.0
djaycoholyc,The White Tiger,4.0,3,93,4.0
djaycoholyc,Ludo,3.5,3,97,3.5
djaycoholyc,Over the Moon,3.75,3,102,3.75
djaycoholyc,The Trial of the Chicago 7,3.0,3,105,3.0
djaycoholyc,Enola Holmes,2.0,3,112,2.0
djaycoholyc,The Devil All The Time,3.5,3,114,3.5
djaycoholyc,#Alive,3.133929,3,119,3.13
djaycoholyc,Ave Maryam,3.070833,3,122,3.07
djaycoholyc,Project Power,1.0,3,126,1.0
djaycoholyc,Legion,2.0,3,130,2.0
djaycoholyc,Lincoln,3.5,3,131,3.5
djaycoholyc,Movie 43,2.5,3,133,2.5
djaycoholyc,Scott Pilgrim vs. the World,3.333333,3,139,3.33
djaycoholyc,Room,3.75,3,145,3.75
djaycoholyc,Surga Yang Tak Dirindukan 2,0.0,3,156,0.0
djaycoholyc,The Doll 2,1.25,3,158,1.25
djaycoholyc,Bird Box,4.0,3,161,4.0
djaycoholyc,Target,4.375,3,165,4.38
djaycoholyc,Kuntilanak,2.840909,3,172,2.84
djaycoholyc,Beyond Skyline,0.75,3,184,0.75
djaycoholyc,Bad Genius,3.083333,3,204,3.08
djaycoholyc,Galih dan Ratna,4.0,3,231,4.0
djaycoholyc,Spider-Man: Into the Spider-Verse,3.0,3,270,3.0
djaycoholyc,Thor: Ragnarok,4.0,3,287,4.0
djaycoholyc,Okja,1.875,3,302,1.88
djaycoholyc,5 Cowok Jagoan,3.3,3,303,3.3
djaycoholyc,Ant-Man and the Wasp,4.0,3,304,4.0
djaycoholyc,Avengers: Infinity War,4.5,3,305,4.5
djaycoholyc,Black Panther,4.25,3,306,4.25
djaycoholyc,Buffalo Boys,1.5,3,307,1.5
djaycoholyc,A Wrinkle in Time,1.5,3,326,1.5
djaycoholyc,Milea,2.5,3,384,2.5
djaycoholyc,Lady Bird,3.5,3,389,3.5
djaycoholyc,The Disaster Artist,3.0,3,390,3.0
djaycoholyc,Uncut Gems,2.5,3,392,2.5
djaycoholyc,Dilan 1990,3.5,3,394,3.5
djaycoholyc,Dilan 1991,3.5,3,395,3.5
djaycoholyc,Si Doel the Movie,4.0,3,396,4.0
djaycoholyc,My Stupid Boss 2,4.0,3,399,4.0
djaycoholyc,The Florida Project,3.5,3,405,3.5
djaycoholyc,Happy Old Year,4.0,3,408,4.0
djaycoholyc,Lost Girls,2.5,3,410,2.5
djaycoholyc,Love for Sale 2,4.0,3,415,4.0
djaycoholyc,Posesif,4.0,3,419,4.0
djaycoholyc,The Two Popes,4.0,3,420,4.0
djaycoholyc,Cahaya Dari Timur Beta Maluku,4.0,3,421,4.0
djaycoholyc,Eurovision Song Contest: The Story of Fire Saga,4.0,3,436,4.0
djaycoholyc,6 Underground,3.0,3,450,3.0
djaycoholyc,Marriage Story,4.0,3,451,4.0
djaycoholyc,The Island,2.25,3,454,2.25
djaycoholyc,Love for Sale,4.0,3,458,4.0
djaycoholyc,Love for Sale,3.125,3,458,3.12
djaycoholyc,The Irishman,3.5,3,486,3.5
djaycoholyc,Drive,2.0,3,521,2.0
djaycoholyc,My Stupid Boss,3.295455,3,525,3.3
djaycoholyc,The Last Airbender,3.75,3,526,3.75
djaycoholyc,The Runaways,2.539063,3,527,2.54
djaycoholyc,Hugo,3.5,3,528,3.5
djaycoholyc,Olympus Has Fallen,1.5,3,533,1.5
djaycoholyc,Habibie & Ainun,2.916667,3,535,2.92
djaycoholyc,Rudy Habibie,2.5,3,537,2.5
djaycoholyc,Surga Yang Tak Dirindukan,1.458333,3,538,1.46
djaycoholyc,The Doll,3.125,3,539,3.12
djaycoholyc,The Theory of Everything,1.625,3,540,1.62
djaycoholyc,Cats & Dogs: The Revenge of Kitty Galore,3.40625,3,543,3.41
djaycoholyc,Clash of the Titans,3.278571,3,545,3.28
djaycoholyc,Cloud Atlas,0.75,3,546,0.75
djaycoholyc,Dallas Buyers Club,3.791667,3,548,3.79
djaycoholyc,Surat Dari Praha,3.6125,3,561,3.61
djaycoholyc,The Adventures of Tintin,5.0,3,563,5.0
djaycoholyc,The Book of Eli,2.666667,3,566,2.67
djaycoholyc,The Bounty Hunter,3.3125,3,567,3.31
djaycoholyc,The Company Men,2.5,3,569,2.5
djaycoholyc,The Croods,3.75,3,570,3.75
djaycoholyc,The Iron Lady,3.5,3,575,3.5
djaycoholyc,Grown Ups,3.1875,3,576,3.19
djaycoholyc,Extraction,3.0,3,578,3.0
djaycoholyc,Green Lantern,0.0,3,579,0.0
djaycoholyc,The Interview,2.708333,3,580,2.71
djaycoholyc,Inception,3.666667,3,583,3.67
djaycoholyc,Django Unchained,2.5,3,584,2.5
djaycoholyc,The Twilight Saga: Breaking Dawn: Part 2,2.5,3,587,2.5
djaycoholyc,Snowpiercer,4.0,3,590,4.0
djaycoholyc,Kung Fu Panda 2,3.316964,3,591,3.32
djaycoholyc,Spy Kids: All the Time in the World,1.5,3,594,1.5
djaycoholyc,Due Date,3.217857,3,596,3.22
djaycoholyc,Green Zone,2.666667,3,597,2.67
djaycoholyc,Madagascar 3: Europe's Most Wanted,3.645833,3,598,3.65
djaycoholyc,Crimson Peak,2.0,3,601,2.0
djaycoholyc,The BFG,2.770833,3,603,2.77
djaycoholyc,The Conjuring,2.909091,3,605,2.91
djaycoholyc,Shutter Island,2.5,3,608,2.5
djaycoholyc,The Next Three Days,2.510417,3,609,2.51
djaycoholyc,Tanda Tanya,4.0,3,611,4.0
djaycoholyc,Cloudy with a Chance of Meatballs 2,3.444444,3,614,3.44
djaycoholyc,Snowden,4.25,3,615,4.25
djaycoholyc,ParaNorman,2.4375,3,616,2.44
djaycoholyc,Real Steel,3.6875,3,618,3.69
djaycoholyc,Puss in Boots,3.375,3,621,3.38
djaycoholyc,The Smurfs,2.541667,3,622,2.54
djaycoholyc,Headshot,2.5,3,625,2.5
djaycoholyc,Jupiter Ascending,2.5,3,633,2.5
djaycoholyc,The Roommate,2.5,3,634,2.5
djaycoholyc,The Social Network,2.0625,3,635,2.06
djaycoholyc,The Spy Next Door,3.25,3,637,3.25
djaycoholyc,Train to Busan,3.183333,3,638,3.18
djaycoholyc,Transcendence,2.5,3,639,2.5
djaycoholyc,Beowulf,3.375,3,647,3.38
djaycoholyc,Pineapple Express,3.25,3,649,3.25
djaycoholyc,3 Idiots,4.0,3,650,4.0
djaycoholyc,Zathura,3.75,3,651,3.75
djaycoholyc,The Spiderwick Chronicles,2.5,3,654,2.5
djaycoholyc,A Love Story,2.9,3,656,2.9
djaycoholyc,The Bucket List,3.75,3,657,3.75
djaycoholyc,Ip Man,1.625,3,658,1.62
djaycoholyc,Garuda Di Dadaku,5.0,3,660,5.0
djaycoholyc,Ghost Rider,2.25,3,661,2.25
djaycoholyc,The Twilight Saga: New Moon,5.0,3,663,5.0
djaycoholyc,Twilight,2.1875,3,664,2.19
djaycoholyc,Kung Fu Panda,2.8125,3,665,2.81
djaycoholyc,Memoirs of a Geisha,4.375,3,666,4.38
djaycoholyc,Seven Pounds,2.5,3,667,2.5
djaycoholyc,Star Trek,4.0,3,668,4.0
djaycoholyc,The Lovely Bones,4.25,3,676,4.25
djaycoholyc,Moonlight,3.5,3,696,3.5
djaycoholyc,Into the Wild,2.875,3,709,2.88
djaycoholyc,Safe House,2.9375,3,710,2.94
djaycoholyc,The American,4.25,3,712,4.25
djaycoholyc,Young Adult,3.5,3,717,3.5
djaycoholyc,Captain Fantastic,3.625,3,718,3.62
djaycoholyc,Blue Valentine,2.5,3,721,2.5
djaycoholyc,Yes Man,4.25,3,735,4.25
djaycoholyc,Letters to Juliet,2.5,3,738,2.5
djaycoholyc,Bedtime Stories,4.625,3,742,4.62
djaycoholyc,The Break-Up,2.75,3,746,2.75
djaycoholyc,Cloverfield,2.5,3,755,2.5
djaycoholyc,Angels & Demons,5.0,3,757,5.0
djaycoholyc,The Da Vinci Code,3.75,3,758,3.75
djaycoholyc,Sherlock Holmes,2.466667,3,759,2.47
djaycoholyc,Spider-Man 3,2.8125,3,760,2.81
djaycoholyc,Superman Returns,2.5,3,762,2.5
djaycoholyc,Zombieland,3.5,3,775,3.5
djaycoholyc,Hitch,2.5,3,776,2.5
djaycoholyc,Invictus,2.652778,3,779,2.65
djaycoholyc,Merantau,3.225,3,781,3.22
djaycoholyc,Paranormal Activity,2.5,3,784,2.5
djaycoholyc,Revolutionary Road,3.40625,3,787,3.41
djaycoholyc,Friday the 13th,3.333333,3,790,3.33
djaycoholyc,G-Force,3.5,3,791,3.5
CenayangFilm,Gunpowder Milkshake,2.5,4,2,2.5
CenayangFilm,Wind River,3.375,4,4,3.38
CenayangFilm,Five Feet Apart,3.494048,4,10,3.49
CenayangFilm,Ali & Ratu Ratu Queens,2.5,4,26,2.5
CenayangFilm,Army of the Dead,3.5,4,31,3.5
CenayangFilm,The Mitchells vs The Machines,3.164063,4,34,3.16
CenayangFilm,Ride or Die,3.354167,4,37,3.35
CenayangFilm,Night in Paradise,3.101563,4,40,3.1
CenayangFilm,Tersanjung the Movie,2.875,4,43,2.88
CenayangFilm,Geez & Ann,2.947917,4,77,2.95
CenayangFilm,Generasi 90an: Melankolia,1.875,4,78,1.88
CenayangFilm,I Care a Lot,2.483333,4,79,2.48
CenayangFilm,June & Kopi,3.625,4,81,3.62
CenayangFilm,Layla Majnun,2.5,4,82,2.5
CenayangFilm,Mariposa,3.084821,4,84,3.08
CenayangFilm,Moxie,3.074405,4,85,3.07
CenayangFilm,Space Sweepers,3.47,4,89,3.47
CenayangFilm,Tarung Sarung,3.054167,4,90,3.05
CenayangFilm,The Call,2.5,4,91,2.5
CenayangFilm,The White Tiger,3.875,4,93,3.88
CenayangFilm,His House,2.1875,4,99,2.19
CenayangFilm,Over the Moon,3.214286,4,102,3.21
CenayangFilm,The Trial of the Chicago 7,2.859375,4,105,2.86
CenayangFilm,Enola Holmes,2.791667,4,112,2.79
CenayangFilm,The Devil All The Time,3.166667,4,114,3.17
CenayangFilm,The Babysitter: Killer Queen,2.890625,4,116,2.89
CenayangFilm,The Social Dilemma,2.541667,4,118,2.54
CenayangFilm,#Alive,2.78125,4,119,2.78
CenayangFilm,Project Power,3.275,4,126,3.28
CenayangFilm,Nightcrawler,2.875,4,136,2.88
CenayangFilm,Bird Box,3.5,4,161,3.5
CenayangFilm,The Ballad of Buster Scruggs,1.916667,4,197,1.92
CenayangFilm,Bad Genius,1.666667,4,204,1.67
CenayangFilm,Benji,3.229167,4,208,3.23
CenayangFilm,Solo: A Star Wars Story,2.85,4,268,2.85
CenayangFilm,Spider-Man: Into the Spider-Verse,2.5,4,270,2.5
CenayangFilm,The Incredibles 2,2.8125,4,294,2.81
CenayangFilm,Death Note,2.625,4,301,2.62
CenayangFilm,Ant-Man and the Wasp,3.116071,4,304,3.12
CenayangFilm,Avengers: Infinity War,2.75,4,305,2.75
CenayangFilm,Black Panther,2.125,4,306,2.12
CenayangFilm,Buffalo Boys,2.166667,4,307,2.17
CenayangFilm,The Babysitter,4.625,4,332,4.62
CenayangFilm,Long Shot,2.5,4,334,2.5
CenayangFilm,A Whisker Away,3.435417,4,383,3.44
CenayangFilm,Milea,3.125,4,384,3.12
CenayangFilm,The Night Clerk,3.234375,4,388,3.23
CenayangFilm,Uncut Gems,2.216667,4,392,2.22
CenayangFilm,Dilan 1990,3.9375,4,394,3.94
CenayangFilm,Dilan 1991,2.3,4,395,2.3
CenayangFilm,Si Doel the Movie,3.375,4,396,3.38
CenayangFilm,The Willoughbys,2.979167,4,402,2.98
CenayangFilm,Lost Girls,3.054688,4,410,3.05
CenayangFilm,Spenser Confidential,2.306548,4,411,2.31
CenayangFilm,Love for Sale 2,3.75,4,415,3.75
CenayangFilm,The Two Popes,3.375,4,420,3.38
CenayangFilm,John Henry,2.083333,4,445,2.08
CenayangFilm,6 Underground,2.972222,4,450,2.97
CenayangFilm,Marriage Story,3.390625,4,451,3.39
CenayangFilm,After,3.4375,4,456,3.44
CenayangFilm,Love for Sale,3.15625,4,458,3.16
CenayangFilm,Triple Frontier,3.0,4,478,3.0
CenayangFilm,The Irishman,3.154762,4,486,3.15
CenayangFilm,The Highwaymen,2.5,4,494,2.5
CenayangFilm,El Camino: A Breaking Bad Movie,2.5,4,524,2.5
CenayangFilm,My Stupid Boss,2.5,4,525,2.5
CenayangFilm,The Last Airbender,2.5,4,526,2.5
CenayangFilm,Hugo,2.5,4,528,2.5
CenayangFilm,Sinister 2,2.5,4,532,2.5
CenayangFilm,Olympus Has Fallen,2.916667,4,533,2.92
CenayangFilm,Habibie & Ainun,3.295455,4,535,3.3
CenayangFilm,Rudy Habibie,2.625,4,537,2.62
CenayangFilm,Surga Yang Tak Dirindukan,4.0,4,538,4.0
CenayangFilm,Clash of the Titans,3.458333,4,545,3.46
CenayangFilm,Dallas Buyers Club,2.5,4,548,2.5
CenayangFilm,Surat Dari Praha,2.708333,4,561,2.71
CenayangFilm,The Croods,2.795455,4,570,2.8
CenayangFilm,Chappie,4.25,4,577,4.25
CenayangFilm,Green Lantern,2.982143,4,579,2.98
CenayangFilm,The Interview,3.75,4,580,3.75
CenayangFilm,Snowpiercer,2.53125,4,590,2.53
CenayangFilm,Kung Fu Panda 2,3.133333,4,591,3.13
CenayangFilm,Crimson Peak,2.083333,4,601,2.08
CenayangFilm,Insidious,3.0,4,602,3.0
CenayangFilm,The Conjuring,2.5,4,605,2.5
CenayangFilm,The Conjuring 2,1.75,4,606,1.75
CenayangFilm,Shutter Island,2.5,4,608,2.5
CenayangFilm,Tanda Tanya,2.3875,4,611,2.39
CenayangFilm,Snowden,2.5,4,615,2.5
CenayangFilm,Real Steel,4.0,4,618,4.0
CenayangFilm,How to Train Your Dragon 2,3.375,4,620,3.38
CenayangFilm,Puss in Boots,2.5,4,621,2.5
CenayangFilm,Ip Man 3,2.5,4,627,2.5
CenayangFilm,Jupiter Ascending,0.75,4,633,0.75
CenayangFilm,The Social Network,2.5,4,635,2.5
CenayangFilm,Train to Busan,3.75,4,638,3.75
CenayangFilm,Pineapple Express,2.5,4,649,2.5
CenayangFilm,3 Idiots,2.5,4,650,2.5
CenayangFilm,Ip Man,1.625,4,658,1.62
CenayangFilm,Final Destination 3,3.218182,4,659,3.22
CenayangFilm,Ghost Rider,1.430556,4,661,1.43
CenayangFilm,Twilight,2.5,4,664,2.5
CenayangFilm,Kung Fu Panda,3.125,4,665,3.12
CenayangFilm,Star Trek,3.045455,4,668,3.05
CenayangFilm,Left Behind,3.375,4,706,3.38
CenayangFilm,Into the Wild,2.0,4,709,2.0
CenayangFilm,Young Adult,2.5,4,717,2.5
CenayangFilm,Bolt,3.75,4,744,3.75
CenayangFilm,The Break-Up,1.875,4,746,1.88
CenayangFilm,Casino Royale,3.75,4,751,3.75
CenayangFilm,Cloverfield,1.84375,4,755,1.84
CenayangFilm,Evan Almighty,2.5,4,756,2.5
CenayangFilm,Angels & Demons,2.75,4,757,2.75
CenayangFilm,The Da Vinci Code,2.5,4,758,2.5
CenayangFilm,Spider-Man 3,2.584821,4,760,2.58
CenayangFilm,Superman Returns,3.375,4,762,3.38
CenayangFilm,Teenage Mutant Ninja Turtles,2.5,4,764,2.5
CenayangFilm,The Princess and the Frog,3.472222,4,769,3.47
CenayangFilm,The Pursuit of Happyness,2.5,4,770,2.5
CenayangFilm,V for Vendetta,3.125,4,773,3.12
CenayangFilm,Zodiac,3.208333,4,774,3.21
CenayangFilm,Zombieland,3.335024,4,775,3.34
CenayangFilm,Hitch,2.5,4,776,2.5
CenayangFilm,Invictus,3.5625,4,779,3.56
CenayangFilm,Merantau,2.69697,4,781,2.7
CenayangFilm,Paranormal Activity,3.333333,4,784,3.33
CenayangFilm,Friday the 13th,2.416667,4,790,2.42
hafilova,Gunpowder Milkshake,2.5,5,2,2.5
hafilova,Gunpowder Milkshake,2.696759,5,2,2.7
hafilova,Wind River,4.0,5,4,4.0
hafilova,Man in Love,3.5,5,5,3.5
hafilova,Man in Love,2.892857,5,5,2.89
hafilova,The Swarm,3.0,5,9,3.0
hafilova,The Swarm,3.0,5,9,3.0
hafilova,Five Feet Apart,3.5,5,10,3.5
hafilova,Five Feet Apart,3.5,5,10,3.5
hafilova,Blood Red Sky,2.5,5,13,2.5
hafilova,Blood Red Sky,2.5,5,13,2.5
hafilova,The 8th Night,3.25,5,24,3.25
hafilova,The 8th Night,3.25,5,24,3.25
hafilova,Army of the Dead,3.5,5,31,3.5
hafilova,Army of the Dead,3.5,5,31,3.5
hafilova,The Woman in the Window,3.0,5,32,3.0
hafilova,Stowaway,3.0,5,35,3.0
hafilova,Stowaway,3.0,5,35,3.0
hafilova,Ride or Die,3.0,5,37,3.0
hafilova,Ride or Die,3.0,5,37,3.0
hafilova,Night in Paradise,3.5,5,40,3.5
hafilova,Night in Paradise,3.5,5,40,3.5
hafilova,Two Distant Strangers,4.0,5,57,4.0
hafilova,Two Distant Strangers,4.0,5,57,4.0
hafilova,Thunder Force,2.0,5,58,2.0
hafilova,Thunder Force,2.0,5,58,2.0
hafilova,I Care a Lot,2.5,5,79,2.5
hafilova,Mariposa,2.982143,5,84,2.98
hafilova,Space Sweepers,3.0,5,89,3.0
hafilova,Space Sweepers,3.0,5,89,3.0
hafilova,Mile 22,2.5,5,98,2.5
hafilova,Mile 22,2.5,5,98,2.5
hafilova,His House,4.0,5,99,4.0
hafilova,His House,4.0,5,99,4.0
hafilova,American Murder: The Family Next Door,4.0,5,111,4.0
hafilova,American Murder: The Family Next Door,4.0,5,111,4.0
hafilova,My Octopus Teacher,4.0,5,120,4.0
hafilova,My Octopus Teacher,4.0,5,120,4.0
hafilova,I'm Thinking of Ending Things,2.420455,5,121,2.42
hafilova,Ave Maryam,4.0,5,122,4.0
hafilova,Ave Maryam,4.0,5,122,4.0
hafilova,Project Power,2.5,5,126,2.5
hafilova,Lincoln,3.125,5,131,3.12
hafilova,Nightcrawler,3.75,5,136,3.75
hafilova,Nightcrawler,4.0,5,136,4.0
hafilova,Scott Pilgrim vs. the World,2.958333,5,139,2.96
hafilova,"Love, Rosie",2.5,5,144,2.5
hafilova,"Love, Rosie",2.5,5,144,2.5
hafilova,Room,4.25,5,145,4.25
hafilova,Season of the Witch,2.5,5,148,2.5
hafilova,Season of the Witch,2.5,5,148,2.5
hafilova,Senna,2.5,5,149,2.5
hafilova,Senna,4.0,5,149,4.0
hafilova,Senna,4.0,5,149,4.0
hafilova,Velvet Buzzsaw,3.0,5,153,3.0
hafilova,Velvet Buzzsaw,3.0,5,153,3.0
hafilova,Polar,3.5,5,159,3.5
hafilova,Polar,3.5,5,159,3.5
hafilova,Bird Box,3.0,5,161,3.0
hafilova,May the Devil Take You,4.0,5,167,4.0
hafilova,May the Devil Take You,4.0,5,167,4.0
hafilova,Shirkers,3.05,5,169,3.05
hafilova,Apostle,3.875,5,171,3.88
hafilova,Kuntilanak,3.208333,5,172,3.21
hafilova,Extinction,3.75,5,178,3.75
hafilova,Us and Them,3.5,5,180,3.5
hafilova,Bad Genius,3.5,5,204,3.5
hafilova,Psychokinesis,1.5,5,206,1.5
hafilova,Galih dan Ratna,2.0,5,231,2.0
hafilova,Galih dan Ratna,2.0,5,231,2.0
hafilova,Molly's Game,3.5,5,251,3.5
hafilova,Spider-Man: Into the Spider-Verse,4.0,5,270,4.0
hafilova,Spider-Man: Into the Spider-Verse,4.0,5,270,4.0
hafilova,The Breadwinner,4.0,5,280,4.0
hafilova,The Endless,3.5,5,286,3.5
hafilova,Thor: Ragnarok,3.5,5,287,3.5
hafilova,Thor: Ragnarok,4.0,5,287,4.0
hafilova,The Secret Life of Pets 2,2.5,5,297,2.5
hafilova,Death Note,3.242857,5,301,3.24
hafilova,Ant-Man and the Wasp,3.5,5,304,3.5
hafilova,Ant-Man and the Wasp,3.5,5,304,3.5
